submission_date,state,new_case,pnew_case,new_death,prob_death
01/22/2020,CO,0,0,0,0
01/23/2020,CO,0,0,0,0
01/24/2020,CO,0,0,0,0
01/25/2020,CO,0,0,0,0
01/26/2020,CO,0,0,0,0
01/27/2020,CO,0,0,0,0
01/28/2020,CO,0,0,0,0
01/29/2020,CO,0,0,0,0
01/30/2020,CO,0,0,0,0
01/31/2020,CO,0,0,0,0
02/01/2020,CO,0,0,0,0
02/02/2020,CO,0,0,0,0
02/03/2020,CO,0,0,0,0
02/04/2020,CO,0,0,0,0
02/05/2020,CO,0,0,0,0
02/06/2020,CO,0,0,0,0
02/07/2020,CO,0,0,0,0
02/08/2020,CO,0,0,0,0
02/09/2020,CO,0,0,0,0
02/10/2020,CO,0,0,0,0
02/11/2020,CO,0,0,0,0
02/12/2020,CO,0,0,0,0
02/13/2020,CO,0,0,0,0
02/14/2020,CO,0,0,0,0
02/15/2020,CO,0,0,0,0
02/16/2020,CO,0,0,0,0
02/17/2020,CO,0,0,0,0
02/18/2020,CO,0,0,0,0
02/19/2020,CO,0,0,0,0
02/20/2020,CO,0,0,0,0
02/21/2020,CO,0,0,0,0
02/22/2020,CO,0,0,0,0
02/23/2020,CO,0,0,0,0
02/24/2020,CO,0,0,0,0
02/25/2020,CO,0,0,0,0
02/26/2020,CO,0,0,0,0
02/27/2020,CO,0,0,0,0
02/28/2020,CO,0,0,0,0
02/29/2020,CO,0,0,0,0
03/01/2020,CO,0,0,0,0
03/02/2020,CO,0,0,0,0
03/03/2020,CO,0,0,0,0
03/04/2020,CO,0,0,0,0
03/05/2020,CO,1,0,0,0
03/06/2020,CO,1,0,0,0
03/07/2020,CO,6,0,0,0
03/08/2020,CO,0,0,0,0
03/09/2020,CO,4,0,0,0
03/10/2020,CO,5,0,0,0
03/11/2020,CO,17,0,0,0
03/12/2020,CO,15,0,0,0
03/13/2020,CO,0,0,0,0
03/14/2020,CO,0,0,0,0
03/15/2020,CO,95,0,1,0
03/16/2020,CO,16,0,0,0
03/17/2020,CO,23,0,1,0
03/18/2020,CO,33,0,0,0
03/19/2020,CO,61,0,0,0
03/20/2020,CO,86,0,2,0
03/21/2020,CO,112,0,1,0
03/22/2020,CO,116,0,1,0
03/23/2020,CO,129,0,1,0
03/24/2020,CO,201,0,4,0
03/25/2020,CO,165,0,8,0
03/26/2020,CO,344,0,5,0
03/27/2020,CO,304,0,7,0
03/28/2020,CO,327,0,13,0
03/29/2020,CO,246,0,3,0
03/30/2020,CO,320,0,4,0
03/31/2020,CO,339,0,18,0
04/01/2020,CO,376,0,11,0
04/02/2020,CO,386,0,17,0
04/03/2020,CO,445,0,14,0
04/04/2020,CO,392,0,15,0
04/05/2020,CO,385,0,14,0
04/06/2020,CO,222,0,10,0
04/07/2020,CO,257,0,29,0
04/08/2020,CO,226,0,14,0
04/09/2020,CO,547,0,33,0
04/10/2020,CO,163,0,24,0
04/11/2020,CO,528,0,24,0
04/12/2020,CO,410,0,16,0
04/13/2020,CO,388,0,18,0
04/14/2020,CO,250,0,21,0
04/15/2020,CO,339,0,28,0
04/16/2020,CO,302,641,16,10
04/17/2020,CO,465,0,18,0
04/18/2020,CO,386,0,20,0
04/19/2020,CO,201,719,10,13
04/20/2020,CO,385,40,27,13
04/21/2020,CO,349,73,37,14
04/22/2020,CO,457,115,22,16
04/23/2020,CO,357,27,44,25
04/24/2020,CO,1002,215,121,121
04/25/2020,CO,684,146,-2,106
04/26/2020,CO,482,35,9,107
04/27/2020,CO,448,54,27,111
04/28/2020,CO,440,73,30,119
04/29/2020,CO,437,30,30,124
04/30/2020,CO,507,18,11,125
05/01/2020,CO,486,45,43,127
05/02/2020,CO,452,32,12,131
05/03/2020,CO,414,15,10,137
05/04/2020,CO,344,72,9,139
05/05/2020,CO,439,8,52,141
05/06/2020,CO,421,9,18,143
05/07/2020,CO,580,60,23,144
05/08/2020,CO,475,38,16,143
05/09/2020,CO,523,1,7,143
05/10/2020,CO,316,-2,4,143
05/11/2020,CO,103,19,15,144
05/12/2020,CO,356,38,20,151
05/13/2020,CO,310,60,53,178
05/14/2020,CO,361,18,31,184
05/15/2020,CO,369,22,60,206
05/16/2020,CO,380,24,42,229
05/17/2020,CO,286,20,23,249
05/18/2020,CO,298,43,9,249
05/19/2020,CO,304,28,33,256
05/20/2020,CO,353,62,42,273
05/21/2020,CO,369,61,10,273
05/22/2020,CO,334,35,14,275
05/23/2020,CO,482,27,4,275
05/24/2020,CO,200,0,3,275
05/25/2020,CO,89,5,1,275
05/26/2020,CO,277,10,19,275
05/27/2020,CO,492,60,42,296
05/28/2020,CO,126,8,29,306
05/29/2020,CO,492,78,15,307
05/30/2020,CO,485,-10,7,305
05/31/2020,CO,280,-2,2,305
06/01/2020,CO,199,39,13,306
06/02/2020,CO,211,9,16,312
06/03/2020,CO,272,26,20,312
06/04/2020,CO,300,9,18,317
06/05/2020,CO,255,4,12,319
06/06/2020,CO,233,13,3,318
06/07/2020,CO,153,15,0,318
06/08/2020,CO,182,12,16,319
06/09/2020,CO,164,4,10,320
06/10/2020,CO,152,24,20,323
06/11/2020,CO,148,23,10,325
06/12/2020,CO,175,0,12,327
06/13/2020,CO,195,2,3,326
06/14/2020,CO,113,-2,1,326
06/15/2020,CO,169,26,6,326
06/16/2020,CO,143,14,12,326
06/17/2020,CO,231,23,14,332
06/18/2020,CO,228,13,7,335
06/19/2020,CO,286,51,5,337
06/20/2020,CO,162,7,4,337
06/21/2020,CO,190,-2,0,337
06/22/2020,CO,166,7,4,337
06/23/2020,CO,188,9,14,335
06/24/2020,CO,262,26,2,332
06/25/2020,CO,324,24,2,332
06/26/2020,CO,317,19,4,331
06/27/2020,CO,226,4,1,331
06/28/2020,CO,285,3,2,332
06/29/2020,CO,204,29,6,332
06/30/2020,CO,204,11,8,335
07/01/2020,CO,314,25,7,335
07/02/2020,CO,323,3,4,336
07/03/2020,CO,260,-2,0,336
07/04/2020,CO,254,-1,0,336
07/05/2020,CO,199,1,0,336
07/06/2020,CO,192,-8,-10,324
07/07/2020,CO,407,39,5,324
07/08/2020,CO,452,50,8,327
07/09/2020,CO,409,1,2,327
07/10/2020,CO,666,23,18,327
07/11/2020,CO,400,2,1,327
07/12/2020,CO,322,-2,0,327
07/13/2020,CO,329,11,2,327
07/14/2020,CO,444,10,11,330
07/15/2020,CO,469,6,6,331
07/16/2020,CO,571,7,1,332
07/17/2020,CO,618,48,6,332
07/18/2020,CO,444,6,1,332
07/19/2020,CO,354,11,0,332
07/20/2020,CO,424,-6,6,332
07/21/2020,CO,493,17,5,333
07/22/2020,CO,639,24,8,336
07/23/2020,CO,616,15,15,336
07/24/2020,CO,666,7,4,336
07/25/2020,CO,809,3,4,336
07/26/2020,CO,547,1,0,336
07/27/2020,CO,229,3,5,336
07/28/2020,CO,749,0,8,337
07/29/2020,CO,482,5,15,339
07/30/2020,CO,408,2,0,339
07/31/2020,CO,605,11,16,340
08/01/2020,CO,458,7,6,343
08/02/2020,CO,449,-1,0,342
08/03/2020,CO,252,6,0,341
08/04/2020,CO,426,22,5,341
08/05/2020,CO,594,16,2,341
08/06/2020,CO,448,3,1,341
08/07/2020,CO,457,1,5,341
08/08/2020,CO,431,4,0,341
08/09/2020,CO,336,52,1,341
08/10/2020,CO,379,95,5,341
08/11/2020,CO,402,45,12,342
08/12/2020,CO,315,61,0,342
08/13/2020,CO,373,-42,7,343
08/14/2020,CO,409,101,6,343
08/15/2020,CO,300,7,8,344
08/16/2020,CO,338,5,0,344
08/17/2020,CO,194,4,0,344
08/18/2020,CO,261,12,3,344
08/19/2020,CO,270,7,1,344
08/20/2020,CO,329,15,3,344
08/21/2020,CO,356,16,7,344
08/22/2020,CO,297,6,8,345
08/23/2020,CO,250,3,0,345
08/24/2020,CO,208,37,1,345
08/25/2020,CO,459,61,7,346
08/26/2020,CO,194,39,1,346
08/27/2020,CO,349,16,4,346
08/28/2020,CO,430,34,6,346
08/29/2020,CO,268,17,7,348
08/30/2020,CO,182,-3,0,348
08/31/2020,CO,201,16,1,348
09/01/2020,CO,351,52,1,348
09/02/2020,CO,244,13,6,348
09/03/2020,CO,268,10,3,349
09/04/2020,CO,368,26,11,349
09/05/2020,CO,334,63,5,349
09/06/2020,CO,285,9,1,349
09/07/2020,CO,213,11,1,350
09/08/2020,CO,187,3,0,350
09/09/2020,CO,246,22,4,350
09/10/2020,CO,265,18,2,350
09/11/2020,CO,307,42,6,351
09/12/2020,CO,415,89,3,351
09/13/2020,CO,417,22,0,351
09/14/2020,CO,375,21,2,351
09/15/2020,CO,400,48,6,351
09/16/2020,CO,587,135,6,351
09/17/2020,CO,459,45,4,351
09/18/2020,CO,605,40,3,351
09/19/2020,CO,606,60,4,351
09/20/2020,CO,501,27,1,351
09/21/2020,CO,542,6,4,352
09/22/2020,CO,654,52,7,353
09/23/2020,CO,616,27,5,354
09/24/2020,CO,548,11,3,355
09/25/2020,CO,709,92,4,355
09/26/2020,CO,584,32,3,356
09/27/2020,CO,569,21,1,356
09/28/2020,CO,411,36,3,357
09/29/2020,CO,535,32,2,357
09/30/2020,CO,511,48,5,357
10/01/2020,CO,682,18,3,358
10/02/2020,CO,680,31,3,361
10/03/2020,CO,0,0,0,361
10/04/2020,CO,1178,53,10,361
10/05/2020,CO,461,28,2,362
10/06/2020,CO,654,54,12,363
10/07/2020,CO,731,32,4,365
10/08/2020,CO,863,52,10,366
10/09/2020,CO,834,44,8,367
10/10/2020,CO,1023,56,9,368
10/11/2020,CO,819,19,1,368
10/12/2020,CO,576,48,3,369
10/13/2020,CO,1048,37,37,376
10/14/2020,CO,692,62,7,379
10/15/2020,CO,1141,49,2,379
10/16/2020,CO,1312,132,10,380
10/17/2020,CO,1139,127,4,380
10/18/2020,CO,933,10,0,380
10/19/2020,CO,1072,28,4,380
10/20/2020,CO,1208,216,2,381
10/21/2020,CO,1267,237,12,382
10/22/2020,CO,1373,110,4,382
10/23/2020,CO,1350,91,13,382
10/24/2020,CO,1828,93,7,383
10/25/2020,CO,1689,20,5,384
10/26/2020,CO,2211,20,3,383
10/27/2020,CO,1433,85,10,386
10/28/2020,CO,1475,105,13,388
10/29/2020,CO,1806,92,19,388
10/30/2020,CO,2412,122,10,392
10/31/2020,CO,2924,101,7,392
11/01/2020,CO,0,0,0,392
01/22/2020,FL,0,0,0,0
01/23/2020,FL,0,0,0,0
01/24/2020,FL,0,0,0,0
01/25/2020,FL,0,0,0,0
01/26/2020,FL,0,0,0,0
01/27/2020,FL,0,0,0,0
01/28/2020,FL,0,0,0,0
01/29/2020,FL,0,0,0,0
01/30/2020,FL,0,0,0,0
01/31/2020,FL,0,0,0,0
02/01/2020,FL,0,0,0,0
02/02/2020,FL,0,0,0,0
02/03/2020,FL,0,0,0,0
02/04/2020,FL,0,0,0,0
02/05/2020,FL,0,0,0,0
02/06/2020,FL,0,0,0,0
02/07/2020,FL,0,0,0,0
02/08/2020,FL,0,0,0,0
02/09/2020,FL,0,0,0,0
02/10/2020,FL,0,0,0,0
02/11/2020,FL,0,0,0,0
02/12/2020,FL,0,0,0,0
02/13/2020,FL,0,0,0,0
02/14/2020,FL,0,0,0,0
02/15/2020,FL,0,0,0,0
02/16/2020,FL,0,0,0,0
02/17/2020,FL,0,0,0,0
02/18/2020,FL,0,0,0,0
02/19/2020,FL,0,0,0,0
02/20/2020,FL,0,0,0,0
02/21/2020,FL,0,0,0,0
02/22/2020,FL,0,0,0,0
02/23/2020,FL,0,0,0,0
02/24/2020,FL,0,0,0,0
02/25/2020,FL,0,0,0,0
02/26/2020,FL,0,0,0,0
02/27/2020,FL,0,0,0,0
02/28/2020,FL,0,0,0,0
02/29/2020,FL,0,0,0,0
03/01/2020,FL,0,0,0,0
03/02/2020,FL,1,0,0,0
03/03/2020,FL,1,0,0,0
03/04/2020,FL,0,0,0,0
03/05/2020,FL,1,0,0,0
03/06/2020,FL,0,0,0,0
03/07/2020,FL,3,0,0,0
03/08/2020,FL,0,0,0,0
03/09/2020,FL,13,0,2,0
03/10/2020,FL,0,0,0,0
03/11/2020,FL,7,0,0,0
03/12/2020,FL,5,0,0,0
03/13/2020,FL,0,0,0,0
03/14/2020,FL,24,0,1,0
03/15/2020,FL,81,0,1,0
03/16/2020,FL,6,0,1,0
03/17/2020,FL,53,0,2,0
03/18/2020,FL,104,0,1,0
03/19/2020,FL,94,0,1,0
03/20/2020,FL,117,0,2,0
03/21/2020,FL,196,0,1,0
03/22/2020,FL,231,0,1,0
03/23/2020,FL,204,0,4,0
03/24/2020,FL,232,0,3,0
03/25/2020,FL,488,0,3,0
03/26/2020,FL,491,0,6,0
03/27/2020,FL,702,0,17,0
03/28/2020,FL,823,0,10,0
03/29/2020,FL,891,0,4,0
03/30/2020,FL,721,0,11,0
03/31/2020,FL,1001,0,14,0
04/01/2020,FL,1005,0,16,0
04/02/2020,FL,1199,0,43,0
04/03/2020,FL,1231,0,26,0
04/04/2020,FL,1248,0,25,0
04/05/2020,FL,788,0,26,0
04/06/2020,FL,1253,0,33,0
04/07/2020,FL,1088,0,42,0
04/08/2020,FL,932,0,27,0
04/09/2020,FL,1089,0,48,0
04/10/2020,FL,1125,0,48,0
04/11/2020,FL,997,0,27,0
04/12/2020,FL,892,0,15,0
04/13/2020,FL,1057,0,38,0
04/14/2020,FL,590,0,72,0
04/15/2020,FL,881,0,43,0
04/16/2020,FL,809,0,54,0
04/17/2020,FL,1392,0,58,0
04/18/2020,FL,731,0,22,0
04/19/2020,FL,801,0,26,0
04/20/2020,FL,731,0,49,0
04/21/2020,FL,798,0,44,0
04/22/2020,FL,664,0,60,0
04/23/2020,FL,1052,0,60,0
04/24/2020,FL,864,0,59,0
04/25/2020,FL,289,0,9,0
04/26/2020,FL,684,0,19,0
04/27/2020,FL,610,0,14,0
04/28/2020,FL,696,0,83,0
04/29/2020,FL,332,0,47,0
04/30/2020,FL,1372,0,50,0
05/01/2020,FL,1038,0,46,0
05/02/2020,FL,735,0,50,0
05/03/2020,FL,506,0,35,0
05/04/2020,FL,928,0,0,0
05/05/2020,FL,542,0,72,0
05/06/2020,FL,563,0,68,0
05/07/2020,FL,826,0,61,0
05/08/2020,FL,371,0,69,0
05/09/2020,FL,802,0,46,0
05/10/2020,FL,-113,0,20,0
05/11/2020,FL,1094,0,0,0
05/12/2020,FL,941,0,44,0
05/13/2020,FL,479,0,48,0
05/14/2020,FL,808,0,48,0
05/15/2020,FL,-270,0,42,0
05/16/2020,FL,1871,0,47,0
05/17/2020,FL,777,0,9,0
05/18/2020,FL,854,0,24,0
05/19/2020,FL,502,0,55,0
05/20/2020,FL,527,0,44,0
05/21/2020,FL,1204,0,48,0
05/22/2020,FL,776,0,46,0
05/23/2020,FL,676,0,43,0
05/24/2020,FL,740,0,4,0
05/25/2020,FL,879,0,15,0
05/26/2020,FL,509,0,7,0
05/27/2020,FL,379,0,60,0
05/28/2020,FL,-716,0,45,0
05/29/2020,FL,1196,0,49,0
05/30/2020,FL,915,0,34,0
05/31/2020,FL,735,0,4,0
06/01/2020,FL,651,0,9,0
06/02/2020,FL,586,0,70,0
06/03/2020,FL,1292,0,36,0
06/04/2020,FL,1408,0,41,0
06/05/2020,FL,1292,0,53,0
06/06/2020,FL,1253,0,28,0
06/07/2020,FL,1170,0,12,0
06/08/2020,FL,962,0,12,0
06/09/2020,FL,1070,0,53,0
06/10/2020,FL,1331,0,36,0
06/11/2020,FL,1677,0,47,0
06/12/2020,FL,1885,0,29,0
06/13/2020,FL,2248,0,48,0
06/14/2020,FL,2061,0,6,0
06/15/2020,FL,1738,0,7,0
06/16/2020,FL,2740,0,55,0
06/17/2020,FL,2548,0,25,0
06/18/2020,FL,3178,0,43,0
06/19/2020,FL,3789,0,43,0
06/20/2020,FL,4027,0,40,0
06/21/2020,FL,3469,0,17,0
06/22/2020,FL,2908,0,12,0
06/23/2020,FL,3256,0,65,0
06/24/2020,FL,5440,0,43,0
06/25/2020,FL,4981,0,46,0
06/26/2020,FL,8850,0,39,0
06/27/2020,FL,9518,0,24,0
06/28/2020,FL,8475,0,29,0
06/29/2020,FL,5238,0,28,0
06/30/2020,FL,5976,0,58,0
07/01/2020,FL,6507,0,45,0
07/02/2020,FL,10015,0,67,0
07/03/2020,FL,9415,0,67,0
07/04/2020,FL,11372,698,18,0
07/05/2020,FL,9986,0,29,0
07/06/2020,FL,6300,9,47,0
07/07/2020,FL,7218,80,63,0
07/08/2020,FL,9882,66,112,0
07/09/2020,FL,8891,52,56,0
07/10/2020,FL,11343,-905,93,0
07/11/2020,FL,10274,1014,95,0
07/12/2020,FL,15135,31,45,0
07/13/2020,FL,12548,170,35,0
07/14/2020,FL,9122,60,132,0
07/15/2020,FL,10087,74,112,0
07/16/2020,FL,13764,85,156,0
07/17/2020,FL,11362,131,128,0
07/18/2020,FL,10199,91,90,0
07/19/2020,FL,12411,-1656,87,0
07/20/2020,FL,10287,1782,90,0
07/21/2020,FL,9345,84,134,0
07/22/2020,FL,9676,46,139,0
07/23/2020,FL,10171,132,173,0
07/24/2020,FL,12379,257,135,0
07/25/2020,FL,12115,72,124,0
07/26/2020,FL,9259,41,77,0
07/27/2020,FL,8854,95,77,0
07/28/2020,FL,9169,189,186,0
07/29/2020,FL,9384,225,216,0
07/30/2020,FL,9854,0,253,0
07/31/2020,FL,8925,467,257,0
08/01/2020,FL,9591,116,179,0
08/02/2020,FL,7047,4,62,0
08/03/2020,FL,4758,51,208,0
08/04/2020,FL,5347,146,110,0
08/05/2020,FL,5408,220,225,0
08/06/2020,FL,7587,208,120,0
08/07/2020,FL,7653,327,180,0
08/08/2020,FL,8425,156,182,0
08/09/2020,FL,6190,49,77,0
08/10/2020,FL,4152,68,173,0
08/11/2020,FL,5793,153,194,0
08/12/2020,FL,8059,145,212,0
08/13/2020,FL,6192,172,148,0
08/14/2020,FL,6105,132,228,0
08/15/2020,FL,6291,120,204,0
08/16/2020,FL,3747,17,107,0
08/17/2020,FL,2649,22,87,0
08/18/2020,FL,3787,154,219,0
08/19/2020,FL,4080,162,174,0
08/20/2020,FL,4516,280,117,0
08/21/2020,FL,4616,343,119,0
08/22/2020,FL,4260,168,106,0
08/23/2020,FL,3004,55,51,0
08/24/2020,FL,2224,262,72,0
08/25/2020,FL,2665,267,183,0
08/26/2020,FL,2937,322,153,0
08/27/2020,FL,3229,325,135,0
08/28/2020,FL,3732,258,89,0
08/29/2020,FL,3132,0,148,0
08/30/2020,FL,2547,325,14,0
08/31/2020,FL,1876,103,68,0
09/01/2020,FL,7487,356,187,0
09/02/2020,FL,2310,317,127,0
09/03/2020,FL,3487,388,149,0
09/04/2020,FL,3147,319,100,0
09/05/2020,FL,3593,377,61,0
09/06/2020,FL,2513,158,38,0
09/07/2020,FL,1812,64,22,0
09/08/2020,FL,1797,130,44,0
09/09/2020,FL,2006,365,200,0
09/10/2020,FL,2537,414,211,0
09/11/2020,FL,3604,390,176,0
09/12/2020,FL,3168,428,98,0
09/13/2020,FL,2395,79,8,0
09/14/2020,FL,1718,99,34,0
09/15/2020,FL,2743,263,145,0
09/16/2020,FL,2288,382,152,0
09/17/2020,FL,3273,369,147,0
09/18/2020,FL,3177,290,139,0
09/19/2020,FL,3510,339,62,0
09/20/2020,FL,2497,138,9,0
09/21/2020,FL,1671,5,21,0
09/22/2020,FL,2414,392,99,0
09/23/2020,FL,2594,447,202,0
09/24/2020,FL,2477,362,177,0
09/25/2020,FL,2809,0,120,0
09/26/2020,FL,2731,666,107,0
09/27/2020,FL,1847,144,10,0
09/28/2020,FL,728,49,5,0
09/29/2020,FL,3209,408,106,0
09/30/2020,FL,1880,264,174,0
10/01/2020,FL,2551,532,127,0
10/02/2020,FL,2610,378,110,0
10/03/2020,FL,2726,414,74,0
10/04/2020,FL,1813,252,43,0
10/05/2020,FL,1405,54,41,0
10/06/2020,FL,2202,471,55,0
10/07/2020,FL,2544,518,137,0
10/08/2020,FL,3246,419,164,0
10/09/2020,FL,2853,307,118,0
10/10/2020,FL,0,0,0,0
10/11/2020,FL,5414,750,178,0
10/12/2020,FL,1519,167,48,0
10/13/2020,FL,2657,397,119,0
10/14/2020,FL,2808,654,64,0
10/15/2020,FL,3286,662,141,0
10/16/2020,FL,3365,661,94,0
10/17/2020,FL,3968,544,87,0
10/18/2020,FL,2474,272,50,0
10/19/2020,FL,1691,183,54,0
10/20/2020,FL,3556,611,84,0
10/21/2020,FL,2106,688,105,0
10/22/2020,FL,5461,990,57,0
10/23/2020,FL,3618,870,73,0
10/24/2020,FL,4381,754,77,0
10/25/2020,FL,2348,419,12,0
10/26/2020,FL,3336,512,20,0
10/27/2020,FL,4226,985,56,0
10/28/2020,FL,4005,1257,66,0
10/29/2020,FL,4111,1131,77,0
10/30/2020,FL,5383,1191,72,0
10/31/2020,FL,2283,594,41,0
11/01/2020,FL,4805,-431,28,0
01/22/2020,AZ,0,0,0,0
01/23/2020,AZ,0,0,0,0
01/24/2020,AZ,0,0,0,0
01/25/2020,AZ,0,0,0,0
01/26/2020,AZ,1,0,0,0
01/27/2020,AZ,0,0,0,0
01/28/2020,AZ,0,0,0,0
01/29/2020,AZ,0,0,0,0
01/30/2020,AZ,0,0,0,0
01/31/2020,AZ,0,0,0,0
02/01/2020,AZ,0,0,0,0
02/02/2020,AZ,0,0,0,0
02/03/2020,AZ,0,0,0,0
02/04/2020,AZ,0,0,0,0
02/05/2020,AZ,0,0,0,0
02/06/2020,AZ,0,0,0,0
02/07/2020,AZ,0,0,0,0
02/08/2020,AZ,0,0,0,0
02/09/2020,AZ,0,0,0,0
02/10/2020,AZ,0,0,0,0
02/11/2020,AZ,0,0,0,0
02/12/2020,AZ,0,0,0,0
02/13/2020,AZ,0,0,0,0
02/14/2020,AZ,0,0,0,0
02/15/2020,AZ,0,0,0,0
02/16/2020,AZ,0,0,0,0
02/17/2020,AZ,0,0,0,0
02/18/2020,AZ,0,0,0,0
02/19/2020,AZ,0,0,0,0
02/20/2020,AZ,0,0,0,0
02/21/2020,AZ,0,0,0,0
02/22/2020,AZ,0,0,0,0
02/23/2020,AZ,0,0,0,0
02/24/2020,AZ,0,0,0,0
02/25/2020,AZ,0,0,0,0
02/26/2020,AZ,0,0,0,0
02/27/2020,AZ,0,0,0,0
02/28/2020,AZ,0,0,0,0
02/29/2020,AZ,0,0,0,0
03/01/2020,AZ,0,0,0,0
03/02/2020,AZ,0,0,0,0
03/03/2020,AZ,1,0,0,0
03/04/2020,AZ,0,0,0,0
03/05/2020,AZ,1,0,0,0
03/06/2020,AZ,0,0,0,0
03/07/2020,AZ,2,0,0,0
03/08/2020,AZ,0,0,0,0
03/09/2020,AZ,1,0,0,0
03/10/2020,AZ,2,0,0,0
03/11/2020,AZ,1,0,0,0
03/12/2020,AZ,0,0,0,0
03/13/2020,AZ,1,0,0,0
03/14/2020,AZ,2,0,0,0
03/15/2020,AZ,1,0,0,0
03/16/2020,AZ,5,0,0,0
03/17/2020,AZ,0,0,0,0
03/18/2020,AZ,9,0,0,0
03/19/2020,AZ,17,0,0,0
03/20/2020,AZ,19,0,1,0
03/21/2020,AZ,41,0,0,0
03/22/2020,AZ,48,0,1,0
03/23/2020,AZ,101,0,0,0
03/24/2020,AZ,73,0,3,0
03/25/2020,AZ,75,0,1,0
03/26/2020,AZ,107,0,2,0
03/27/2020,AZ,157,0,5,0
03/28/2020,AZ,108,0,2,0
03/29/2020,AZ,146,0,2,0
03/30/2020,AZ,238,0,3,0
03/31/2020,AZ,132,0,4,0
04/01/2020,AZ,124,0,5,0
04/02/2020,AZ,185,0,3,0
04/03/2020,AZ,171,0,9,0
04/04/2020,AZ,250,0,11,0
04/05/2020,AZ,250,0,12,0
04/06/2020,AZ,187,0,1,0
04/07/2020,AZ,119,0,8,0
04/08/2020,AZ,151,0,7,0
04/09/2020,AZ,292,0,9,0
04/10/2020,AZ,94,0,8,0
04/11/2020,AZ,281,0,11,0
04/12/2020,AZ,146,0,7,0
04/13/2020,AZ,163,0,7,0
04/14/2020,AZ,104,0,9,0
04/15/2020,AZ,156,0,11,0
04/16/2020,AZ,272,0,8,0
04/17/2020,AZ,273,0,19,0
04/18/2020,AZ,212,0,8,0
04/19/2020,AZ,210,0,7,0
04/20/2020,AZ,135,0,3,0
04/21/2020,AZ,187,0,21,0
04/22/2020,AZ,208,0,21,0
04/23/2020,AZ,310,0,20,0
04/24/2020,AZ,276,0,17,0
04/25/2020,AZ,235,0,7,0
04/26/2020,AZ,246,0,2,0
04/27/2020,AZ,190,0,0,0
04/28/2020,AZ,232,0,18,0
04/29/2020,AZ,254,0,-39,0
04/30/2020,AZ,446,0,66,0
05/01/2020,AZ,314,0,10,0
05/02/2020,AZ,402,0,18,0
05/03/2020,AZ,276,0,14,0
05/04/2020,AZ,279,0,0,0
05/05/2020,AZ,386,0,33,0
05/06/2020,AZ,402,0,31,0
05/07/2020,AZ,238,0,24,0
05/08/2020,AZ,581,0,67,0
05/09/2020,AZ,434,0,15,0
05/10/2020,AZ,159,0,4,0
05/11/2020,AZ,261,0,6,0
05/12/2020,AZ,356,0,20,0
05/13/2020,AZ,440,0,32,0
05/14/2020,AZ,498,0,30,0
05/15/2020,AZ,495,0,27,0
05/16/2020,AZ,462,0,28,0
05/17/2020,AZ,306,0,1,0
05/18/2020,AZ,233,0,6,0
05/19/2020,AZ,396,0,18,0
05/20/2020,AZ,331,0,43,0
05/21/2020,AZ,418,0,16,0
05/22/2020,AZ,293,0,12,0
05/23/2020,AZ,431,0,24,0
05/24/2020,AZ,300,0,1,0
05/25/2020,AZ,222,0,6,0
05/26/2020,AZ,222,0,1,0
05/27/2020,AZ,479,0,24,0
05/28/2020,AZ,501,0,26,0
05/29/2020,AZ,702,0,28,0
05/30/2020,AZ,790,0,18,0
05/31/2020,AZ,681,0,3,0
06/01/2020,AZ,187,0,11,0
06/02/2020,AZ,1127,273,24,62
06/03/2020,AZ,973,-273,40,0
06/04/2020,AZ,530,0,15,0
06/05/2020,AZ,1579,277,16,64
06/06/2020,AZ,1119,-277,30,0
06/07/2020,AZ,1438,286,2,66
06/08/2020,AZ,789,-286,3,0
06/09/2020,AZ,618,298,23,66
06/10/2020,AZ,1556,5,25,66
06/11/2020,AZ,1412,6,32,67
06/12/2020,AZ,1654,7,17,67
06/13/2020,AZ,1540,-4,39,67
06/14/2020,AZ,1233,5,3,67
06/15/2020,AZ,1014,11,8,67
06/16/2020,AZ,2392,15,25,79
06/17/2020,AZ,1827,4,20,80
06/18/2020,AZ,2519,11,32,87
06/19/2020,AZ,3246,8,41,88
06/20/2020,AZ,3109,6,26,91
06/21/2020,AZ,2592,0,1,91
06/22/2020,AZ,2196,0,3,91
06/23/2020,AZ,3593,8,42,93
06/24/2020,AZ,1795,8,79,97
06/25/2020,AZ,3056,8,27,97
06/26/2020,AZ,3428,7,45,100
06/27/2020,AZ,3593,7,44,100
06/28/2020,AZ,3857,1,9,100
06/29/2020,AZ,625,3,0,100
06/30/2020,AZ,4682,20,44,103
07/01/2020,AZ,4877,13,88,113
07/02/2020,AZ,3333,8,37,115
07/03/2020,AZ,4433,7,31,115
07/04/2020,AZ,2695,6,17,115
07/05/2020,AZ,3536,10,4,115
07/06/2020,AZ,3352,20,1,115
07/07/2020,AZ,3653,24,117,120
07/08/2020,AZ,3520,61,36,121
07/09/2020,AZ,4057,60,75,121
07/10/2020,AZ,4221,40,44,121
07/11/2020,AZ,3038,14,69,121
07/12/2020,AZ,2537,12,86,123
07/13/2020,AZ,1357,14,8,123
07/14/2020,AZ,4273,29,92,129
07/15/2020,AZ,3257,26,97,139
07/16/2020,AZ,3259,-3,58,139
07/17/2020,AZ,3910,-775,91,0
07/18/2020,AZ,2742,0,147,0
07/19/2020,AZ,2359,0,31,0
07/20/2020,AZ,1559,0,23,0
